Id,SalePrice
1721,174900.734375000
1722,73628.320312500
1723,179295.671875000
1724,240977.234375000
1725,255364.468750000
1726,182786.921875000
1727,161865.687500000
1728,183103.734375000
1729,164291.234375000
1730,172939.546875000
1731,140857.578125000
1732,133587.000000000
1733,126117.375000000
1734,123578.781250000
1735,140017.609375000
1736,131662.734375000
1737,278910.562500000
1738,249448.796875000
1739,280606.968750000
1740,219795.218750000
1741,181686.687500000
1742,184399.953125000
1743,181722.562500000
1744,276810.250000000
1745,211946.125000000
1746,209701.218750000
1747,222292.406250000
1748,279681.156250000
1749,146666.921875000
1750,141281.156250000
1751,274342.562500000
1752,128292.453125000
1753,167328.562500000
1754,218677.656250000
1755,158069.984375000
1756,172542.453125000
1757,135124.921875000
1758,158639.703125000
1759,156877.828125000
1760,176458.484375000
1761,144418.546875000
1762,206535.609375000
1763,185998.296875000
1764,122000.570312500
1765,201270.640625000
1766,220379.343750000
1767,260920.765625000
1768,148058.156250000
1769,189001.765625000
1770,160880.843750000
1771,125204.812500000
1772,121017.164062500
1773,125055.789062500
1774,97904.320312500
1775,151324.500000000
1776,131694.593750000
1777,133603.000000000
1778,163869.562500000
1779,74270.109375000
1780,154480.781250000
1781,141007.906250000
1782,99742.695312500
1783,148417.750000000
1784,109852.898437500
1785,138424.093750000
1786,157823.109375000
1787,199054.671875000
1788,59903.574218750
1789,98521.921875000
1790,123606.242187500
1791,211227.968750000
1792,179520.906250000
1793,114457.875000000
1794,159331.140625000
1795,132135.421875000
1796,109550.312500000
1797,56795.570312500
1798,137278.390625000
1799,148176.390625000
1800,139643.437500000
1801,137171.593750000
1802,87020.539062500
1803,166646.281250000
1804,152841.031250000
1805,152001.125000000
1806,127285.070312500
1807,111849.242187500
1808,154460.828125000
1809,66725.617187500
1810,144854.953125000
1811,67843.382812500
1812,82765.093750000
1813,142333.343750000
1814,100748.523437500
1815,85203.085937500
1816,112747.570312500
1817,103412.875000000
1818,114520.304687500
1819,125745.242187500
1820,89531.312500000
1821,103644.515625000
1822,159515.000000000
1823,96657.828125000
1824,120108.179687500
1825,152153.890625000
1826,95840.921875000
1827,110855.718750000
1828,151911.984375000
1829,126737.742187500
1830,107502.695312500
1831,145740.046875000
1832,95707.351562500
1833,153953.187500000
1834,133637.531250000
1835,111971.773437500
1836,141409.703125000
1837,83432.187500000
1838,151734.765625000
1839,119193.757812500
1840,125815.984375000
1841,101704.593750000
1842,100579.640625000
1843,125333.671875000
1844,132927.546875000
1845,115968.554687500
1846,175292.562500000
1847,182170.140625000
1848,44170.683593750
1849,127099.445312500
1850,127727.132812500
1851,171647.828125000
1852,122438.648437500
1853,125059.156250000
1854,185467.984375000
1855,142108.984375000
1856,245928.171875000
1857,181250.890625000
1858,143738.921875000
1859,130673.562500000
1860,144293.140625000
1861,131629.656250000
1862,307588.781250000
1863,304263.562500000
1864,304288.750000000
1865,343535.062500000
1866,321142.000000000
1867,230788.250000000
1868,296948.187500000
1869,220470.187500000
1870,246327.687500000
1871,234993.203125000
1872,178614.859375000
1873,240828.187500000
1874,169429.281250000
1875,225998.421875000
1876,220385.171875000
1877,225939.437500000
1878,201226.781250000
1879,128427.703125000
1880,156756.546875000
1881,259513.703125000
1882,248138.453125000
1883,211186.875000000
1884,212788.406250000
1885,261419.046875000
1886,275339.031250000
1887,221193.515625000
1888,273199.500000000
1889,183796.859375000
1890,126928.078125000
1891,199293.625000000
1892,130055.695312500
1893,110761.789062500
1894,123417.382812500
1895,138191.875000000
1896,146265.937500000
1897,117667.390625000
1898,141036.703125000
1899,155229.375000000
1900,184654.484375000
1901,167794.390625000
1902,134070.406250000
1903,214290.078125000
1904,144801.843750000
1905,190005.734375000
1906,138993.625000000
1907,212258.328125000
1908,120757.367187500
1909,145666.421875000
1910,132383.671875000
1911,215277.765625000
1912,279440.875000000
1913,123438.640625000
1914,133325.484375000
1915,268762.093750000
1916,56436.882812500
1917,248860.015625000
1918,152600.234375000
1919,209223.000000000
1920,172863.187500000
1921,381269.312500000
1922,325702.812500000
1923,258596.015625000
1924,233714.296875000
1925,228033.437500000
1926,390156.375000000
1927,142067.625000000
1928,166228.718750000
1929,159251.953125000
1930,125707.437500000
1931,156810.656250000
1932,161247.984375000
1933,182504.500000000
1934,206155.859375000
1935,189011.859375000
1936,199008.406250000
1937,193931.156250000
1938,178812.625000000
1939,252660.953125000
1940,175396.218750000
1941,197429.734375000
1942,197355.078125000
1943,208486.140625000
1944,315912.625000000
1945,372234.156250000
1946,157898.687500000
1947,269681.312500000
1948,226490.296875000
1949,246470.640625000
1950,175712.375000000
1951,257130.265625000
1952,235493.953125000
1953,182123.859375000
1954,192332.859375000
1955,136438.453125000
1956,271477.218750000
1957,171736.515625000
1958,306511.437500000
1959,147319.687500000
1960,115842.070312500
1961,123447.398437500
1962,110428.250000000
1963,119045.242187500
1964,120458.046875000
1965,145930.046875000
1966,132744.234375000
1967,292839.125000000
1968,387153.812500000
1969,378164.375000000
1970,372637.593750000
1971,406384.218750000
1972,364173.093750000
1973,271795.281250000
1974,312632.406250000
1975,254008.265625000
1976,307031.937500000
1977,364216.000000000
1978,340912.750000000
1979,323789.062500000
1980,201571.750000000
1981,347677.500000000
1982,218007.375000000
1983,195073.703125000
1984,197551.781250000
1985,227562.890625000
1986,221604.984375000
1987,196354.656250000
1988,191353.281250000
1989,205352.593750000
1990,228204.656250000
1991,238063.031250000
1992,237167.796875000
1993,192585.171875000
1994,262204.125000000
1995,206052.562500000
1996,279339.031250000
1997,291135.312500000
1998,353485.781250000
1999,275988.968750000
2000,308719.593750000
2001,269512.406250000
2002,262456.500000000
2003,274436.093750000
2004,306439.000000000
2005,242151.515625000
2006,236832.281250000
2007,275267.718750000
2008,188326.562500000
2009,199205.453125000
2010,219577.312500000
2011,75774.070312500
2012,195161.937500000
2013,191223.921875000
2014,198044.781250000
2015,214777.515625000
2016,206098.593750000
2017,214284.312500000
2018,145640.578125000
2019,158713.765625000
2020,79079.992187500
2021,92097.468750000
2022,201690.093750000
2023,143597.125000000
2024,279342.687500000
2025,339055.343750000
2026,179762.640625000
2027,169430.281250000
2028,168271.843750000
2029,186122.140625000
2030,291930.875000000
2031,268740.468750000
2032,276132.281250000
2033,286630.187500000
2034,194387.375000000
2035,257225.609375000
2036,193348.437500000
2037,203647.109375000
2038,281438.437500000
2039,228376.765625000
2040,317789.218750000
2041,292637.281250000
2042,239454.281250000
2043,184752.875000000
2044,207845.421875000
2045,205126.421875000
2046,138320.359375000
2047,153172.609375000
2048,127421.296875000
2049,149001.390625000
2050,176376.125000000
2051,114995.859375000
2052,120318.023437500
2053,162307.828125000
2054,151881.140625000
2055,143368.281250000
2056,148029.734375000
2057,135140.437500000
2058,229745.218750000
2059,142319.578125000
2060,192950.234375000
2061,202038.031250000
2062,134306.531250000
2063,122681.687500000
2064,135263.000000000
2065,111423.921875000
2066,169580.296875000
2067,110940.867187500
2068,137446.765625000
2069,63539.917968750
2070,136887.421875000
2071,113765.031250000
2072,122274.648437500
2073,163616.437500000
2074,191366.796875000
2075,146930.125000000
2076,102041.343750000
2077,128338.054687500
2078,132980.937500000
2079,145987.250000000
2080,128925.914062500
2081,136780.656250000
2082,87299.609375000
2083,131646.000000000
2084,125604.414062500
2085,132597.125000000
2086,77315.492187500
2087,150369.218750000
2088,70938.273437500
2089,96735.101562500
2090,113382.093750000
2091,84802.242187500
2092,93418.968750000
2093,83673.640625000
2094,57770.914062500
2095,125333.375000000
2096,105387.773437500
2097,113099.578125000
2098,102772.296875000
2099,97671.484375000
2100,60065.714843750
2101,118002.671875000
2102,152080.046875000
2103,124684.179687500
2104,146449.968750000
2105,89165.179687500
2106,45457.335937500
2107,174630.796875000
2108,101309.781250000
2109,122980.585937500
2110,145574.937500000
2111,158500.968750000
2112,145361.109375000
2113,136187.640625000
2114,180831.640625000
2115,177908.687500000
2116,138499.687500000
2117,132871.921875000
2118,109043.984375000
2119,152300.468750000
2120,170259.156250000
2121,79715.726562500
2122,129984.476562500
2123,58530.261718750
2124,149736.015625000
2125,148613.828125000
2126,174749.203125000
2127,98493.796875000
2128,115761.289062500
2129,36751.980468750
2130,115346.531250000
2131,147009.453125000
2132,130443.781250000
2133,151119.593750000
2134,131056.132812500
2135,114939.898437500
2136,80676.671875000
2137,69094.593750000
2138,150860.078125000
2139,167735.000000000
2140,157828.500000000
2141,170166.484375000
2142,118969.046875000
2143,177501.171875000
2144,128739.750000000
2145,155296.171875000
2146,124619.750000000
2147,115948.937500000
2148,116647.703125000
2149,161013.515625000
2150,223249.703125000
2151,119036.492187500
2152,114848.820312500
2153,185940.859375000
2154,74495.156250000
2155,161352.203125000
2156,302607.343750000
2157,259835.578125000
2158,247521.093750000
2159,249586.109375000
2160,192445.031250000
2161,245096.796875000
2162,362167.093750000
2163,347194.593750000
2164,260077.375000000
2165,201470.171875000
2166,176851.671875000
2167,225225.203125000
2168,210090.578125000
2169,201881.046875000
2170,233982.562500000
2171,139624.234375000
2172,119192.054687500
2173,168541.500000000
2174,246644.843750000
2175,290711.093750000
2176,293191.968750000
2177,253332.359375000
2178,226175.703125000
2179,152091.171875000
2180,230045.218750000
2181,203071.296875000
2182,232162.953125000
2183,195687.140625000
2184,136502.984375000
2185,125882.515625000
2186,166315.906250000
2187,163531.875000000
2188,173296.125000000
2189,351938.031250000
2190,80439.429687500
2191,78177.046875000
2192,97683.718750000
2193,77359.781250000
2194,111019.671875000
2195,110436.046875000
2196,109105.171875000
2197,140268.625000000
2198,172282.296875000
2199,183662.625000000
2200,152660.437500000
2201,140701.171875000
2202,198413.890625000
2203,134303.750000000
2204,183656.671875000
2205,140779.187500000
2206,90026.054687500
2207,209202.734375000
2208,275366.531250000
2209,217333.484375000
2210,123249.148437500
2211,128677.804687500
2212,146550.046875000
2213,125450.812500000
2214,129802.632812500
2215,115545.359375000
2216,119718.242187500
2217,162346.140625000
2218,90123.562500000
2219,102474.632812500
2220,65700.414062500
2221,271569.062500000
2222,260429.406250000
2223,292764.968750000
2224,224197.203125000
2225,130099.703125000
2226,224864.437500000
2227,221388.015625000
2228,281768.343750000
2229,286386.562500000
2230,174376.968750000
2231,241997.734375000
2232,193639.859375000
2233,167677.531250000
2234,275001.500000000
2235,250058.000000000
2236,295549.156250000
2237,351058.062500000
2238,216128.484375000
2239,64875.980468750
2240,171490.000000000
2241,173833.265625000
2242,118743.109375000
2243,157593.765625000
2244,115477.664062500
2245,115490.734375000
2246,165653.406250000
2247,106203.742187500
2248,145390.281250000
2249,129780.218750000
2250,141473.843750000
2251,162671.515625000
2252,195066.203125000
2253,174726.093750000
2254,197033.734375000
2255,203884.718750000
2256,186586.125000000
2257,255376.812500000
2258,163233.031250000
2259,188010.578125000
2260,47586.960937500
2261,164736.671875000
2262,225490.296875000
2263,349709.593750000
2264,420184.156250000
2265,165391.828125000
2266,286310.093750000
2267,382277.937500000
2268,367827.281250000
2269,145143.062500000
2270,197516.156250000
2271,238087.609375000
2272,213560.718750000
2273,175189.218750000
2274,192416.187500000
2275,163138.156250000
2276,198611.921875000
2277,218840.000000000
2278,148547.125000000
2279,92619.820312500
2280,140111.890625000
2281,177282.687500000
2282,201915.515625000
2283,124996.679687500
2284,114422.726562500
2285,141343.218750000
2286,147199.375000000
2287,362025.843750000
2288,272675.062500000
2289,380585.843750000
2290,425574.437500000
2291,327913.250000000
2292,400196.531250000
2293,447606.093750000
2294,363583.156250000
2295,465938.906250000
2296,291992.000000000
2297,332889.125000000
2298,315033.000000000
2299,347562.375000000
2300,334683.281250000
2301,298427.468750000
2302,268281.406250000
2303,254115.421875000
2304,266031.156250000
2305,225763.640625000
2306,218499.140625000
2307,218205.140625000
2308,243627.593750000
2309,282449.312500000
2310,205096.609375000
2311,223575.078125000
2312,191034.859375000
2313,194859.593750000
2314,191544.703125000
2315,196971.265625000
2316,220820.093750000
2317,218237.312500000
2318,194781.500000000
2319,200054.578125000
2320,202394.328125000
2321,245888.093750000
2322,198570.250000000
2323,206884.140625000
2324,193152.984375000
2325,222495.750000000
2326,195965.906250000
2327,230573.328125000
2328,231318.250000000
2329,218327.015625000
2330,204453.265625000
2331,351791.687500000
2332,379219.156250000
2333,331696.187500000
2334,276886.093750000
2335,272845.000000000
2336,310015.968750000
2337,225268.875000000
2338,291354.062500000
2339,231036.218750000
2340,428588.906250000
2341,254017.515625000
2342,262418.125000000
2343,249498.750000000
2344,245201.234375000
2345,252679.625000000
2346,235031.921875000
2347,227402.578125000
2348,266607.281250000
2349,205344.125000000
2350,328671.000000000
2351,288887.031250000
2352,294633.718750000
2353,274692.593750000
2354,65861.898437500
2355,59433.671875000
2356,162477.546875000
2357,215136.906250000
2358,210171.843750000
2359,140479.500000000
2360,114071.218750000
2361,148569.953125000
2362,292335.968750000
2363,154345.671875000
2364,175139.109375000
2365,257640.437500000
2366,194559.515625000
2367,221850.953125000
2368,217580.453125000
2369,219104.968750000
2370,185199.625000000
2371,181269.328125000
2372,184920.046875000
2373,250056.687500000
2374,318958.281250000
2375,256114.343750000
2376,309619.406250000
2377,357898.500000000
2378,151851.281250000
2379,245041.281250000
2380,163738.906250000
2381,187227.906250000
2382,227591.234375000
2383,224510.875000000
2384,262367.968750000
2385,187559.906250000
2386,136850.156250000
2387,138906.937500000
2388,54267.324218750
2389,109650.968750000
2390,148490.796875000
2391,142322.312500000
2392,137461.609375000
2393,184472.687500000
2394,143346.687500000
2395,238167.281250000
2396,152425.484375000
2397,248936.562500000
2398,134551.578125000
2399,69942.656250000
2400,70266.359375000
2401,129046.742187500
2402,147830.921875000
2403,137088.265625000
2404,150154.000000000
2405,168909.531250000
2406,163203.906250000
2407,152643.562500000
2408,143432.953125000
2409,143536.125000000
2410,207870.765625000
2411,124781.562500000
2412,162673.359375000
2413,142387.218750000
2414,167579.078125000
2415,133976.484375000
2416,134355.046875000
2417,148112.609375000
2418,147763.265625000
2419,134192.937500000
2420,144213.328125000
2421,94310.351562500
2422,133173.093750000
2423,82258.312500000
2424,110440.085937500
2425,249614.921875000
2426,127003.492187500
2427,114213.375000000
2428,198309.781250000
2429,123802.859375000
2430,151469.046875000
2431,104168.265625000
2432,146377.437500000
2433,166658.843750000
2434,139475.171875000
2435,180381.953125000
2436,126885.734375000
2437,127540.859375000
2438,125571.429687500
2439,106022.531250000
2440,120014.476562500
2441,60219.695312500
2442,123253.867187500
2443,126426.656250000
2444,146645.109375000
2445,100745.320312500
2446,161008.609375000
2447,117480.437500000
2448,153350.921875000
2449,134536.484375000
2450,163649.312500000
2451,151905.812500000
2452,168408.359375000
2453,106248.796875000
2454,149353.187500000
2455,126716.695312500
2456,165822.937500000
2457,146199.078125000
2458,147979.093750000
2459,123041.445312500
2460,121791.125000000
2461,158345.750000000
2462,165708.093750000
2463,125842.523437500
2464,168413.375000000
2465,168820.203125000
2466,125460.906250000
2467,77365.992187500
2468,109624.460937500
2469,81803.062500000
2470,220390.531250000
2471,242014.265625000
2472,163932.046875000
2473,120346.742187500
2474,75003.078125000
2475,271988.531250000
2476,74694.289062500
2477,146531.187500000
2478,150565.046875000
2479,113639.179687500
2480,172766.578125000
2481,121857.710937500
2482,132438.125000000
2483,107733.492187500
2484,122591.101562500
2485,128736.046875000
2486,181582.828125000
2487,210326.281250000
2488,156231.875000000
2489,168072.515625000
2490,164396.718750000
2491,54443.308593750
2492,185429.734375000
2493,175780.265625000
2494,145921.062500000
2495,83967.914062500
2496,244378.250000000
2497,160645.906250000
2498,118473.882812500
2499,48779.074218750
2500,122121.687500000
2501,154308.734375000
2502,83210.601562500
2503,133313.125000000
2504,101630.773437500
2505,249470.250000000
2506,267428.437500000
2507,303941.218750000
2508,263740.875000000
2509,221600.156250000
2510,216853.437500000
2511,193753.250000000
2512,216181.171875000
2513,237682.640625000
2514,299262.718750000
2515,163743.156250000
2516,185322.406250000
2517,156644.046875000
2518,179587.875000000
2519,229288.875000000
2520,225265.109375000
2521,203701.234375000
2522,236274.859375000
2523,141226.031250000
2524,137341.843750000
2525,154099.750000000
2526,127275.257812500
2527,118045.726562500
2528,125517.195312500
2529,104182.921875000
2530,131707.171875000
2531,254852.984375000
2532,239057.109375000
2533,212049.781250000
2534,214889.953125000
2535,301589.031250000
2536,240955.375000000
2537,252260.421875000
2538,197817.093750000
2539,208136.312500000
2540,193333.875000000
2541,198085.906250000
2542,174307.890625000
2543,138964.062500000
2544,124549.921875000
2545,150157.468750000
2546,112538.867187500
2547,124390.828125000
2548,141242.546875000
2549,172861.921875000
2550,821747.312500000
2551,159918.968750000
2552,148898.046875000
2553,59421.437500000
2554,95394.531250000
2555,154361.125000000
2556,116055.890625000
2557,118013.031250000
2558,140531.046875000
2559,142577.031250000
2560,145961.656250000
2561,150585.890625000
2562,97589.984375000
2563,154482.593750000
2564,206664.609375000
2565,132418.312500000
2566,195160.109375000
2567,119093.390625000
2568,214276.921875000
2569,223339.078125000
2570,124723.242187500
2571,190684.000000000
2572,157149.281250000
2573,212036.687500000
2574,128289.875000000
2575,124926.953125000
2576,105501.195312500
2577,102429.515625000
2578,111987.406250000
2579,83561.757812500
2580,119155.898437500
2581,135280.453125000
2582,132972.000000000
2583,275120.656250000
2584,198583.468750000
2585,197494.578125000
2586,246957.203125000
2587,219553.875000000
2588,175442.671875000
2589,169130.937500000
2590,220391.937500000
2591,242964.390625000
2592,243348.546875000
2593,299173.500000000
2594,181599.890625000
2595,216819.500000000
2596,344755.781250000
2597,196655.015625000
2598,292252.875000000
2599,313481.218750000
2600,110323.320312500
2601,193615.406250000
2602,104782.617187500
2603,110510.101562500
2604,91105.140625000
2605,93799.851562500
2606,172886.078125000
2607,279892.187500000
2608,221075.609375000
2609,191636.312500000
2610,103844.585937500
2611,83229.250000000
2612,182853.265625000
2613,155289.312500000
2614,138652.140625000
2615,162230.468750000
2616,178050.000000000
2617,187805.765625000
2618,185981.843750000
2619,216636.187500000
2620,213115.609375000
2621,190989.578125000
2622,199332.531250000
2623,255973.828125000
2624,308426.093750000
2625,297966.812500000
2626,187957.468750000
2627,157048.671875000
2628,395287.125000000
2629,432529.062500000
2630,329449.125000000
2631,440139.062500000
2632,388529.562500000
2633,301855.343750000
2634,379334.625000000
2635,172483.437500000
2636,210027.828125000
2637,184312.734375000
2638,298634.125000000
2639,209474.859375000
2640,165835.375000000
2641,101934.695312500
2642,216008.875000000
2643,112667.531250000
2644,123986.929687500
2645,124741.851562500
2646,108957.695312500
2647,116931.125000000
2648,154262.187500000
2649,164007.625000000
2650,146844.140625000
2651,148762.703125000
2652,380644.281250000
2653,275694.187500000
2654,261090.140625000
2655,387951.906250000
2656,327067.750000000
2657,365312.218750000
2658,315776.656250000
2659,304272.406250000
2660,346981.625000000
2661,366414.343750000
2662,374334.281250000
2663,292718.000000000
2664,273487.625000000
2665,338958.468750000
2666,289074.156250000
2667,199580.968750000
2668,204589.109375000
2669,200324.843750000
2670,304263.062500000
2671,202946.734375000
2672,214723.921875000
2673,224934.578125000
2674,219484.437500000
2675,175366.937500000
2676,206622.781250000
2677,227663.000000000
2678,275480.750000000
2679,280638.437500000
2680,294945.000000000
2681,391839.843750000
2682,325882.250000000
2683,452831.468750000
2684,300972.062500000
2685,343247.031250000
2686,260174.406250000
2687,329675.968750000
2688,248334.687500000
2689,232257.906250000
2690,447131.625000000
2691,217985.796875000
2692,66122.781250000
2693,233921.468750000
2694,70238.062500000
2695,222006.187500000
2696,209473.000000000
2697,210375.718750000
2698,210402.843750000
2699,201455.375000000
2700,160464.750000000
2701,165025.578125000
2702,128042.125000000
2703,130279.156250000
2704,131273.687500000
2705,133873.156250000
2706,125479.398437500
2707,140362.593750000
2708,148478.031250000
2709,92325.929687500
2710,129348.437500000
2711,293149.468750000
2712,374793.843750000
2713,166593.375000000
2714,154805.093750000
2715,184002.718750000
2716,167235.921875000
2717,220129.250000000
2718,206386.453125000
2719,181007.421875000
2720,188276.671875000
2721,146728.031250000
2722,167606.484375000
2723,150231.296875000
2724,135261.515625000
2725,139396.640625000
2726,164194.953125000
2727,189104.437500000
2728,189647.281250000
2729,158938.453125000
2730,173455.671875000
2731,151719.718750000
2732,143740.093750000
2733,162269.906250000
2734,159203.203125000
2735,127206.445312500
2736,123650.914062500
2737,131793.171875000
2738,126853.031250000
2739,184722.875000000
2740,142264.453125000
2741,152885.218750000
2742,125127.437500000
2743,172158.843750000
2744,169961.078125000
2745,153461.500000000
2746,126397.867187500
2747,153906.765625000
2748,113326.914062500
2749,148673.281250000
2750,182075.000000000
2751,150223.234375000
2752,203778.109375000
2753,156161.828125000
2754,214415.250000000
2755,124040.093750000
2756,123163.375000000
2757,102660.562500000
2758,109081.203125000
2759,164123.625000000
2760,126582.109375000
2761,144645.250000000
2762,153845.281250000
2763,211455.296875000
2764,124573.070312500
2765,308248.250000000
2766,143102.625000000
2767,155205.718750000
2768,95418.960937500
2769,140809.093750000
2770,161552.390625000
2771,142501.828125000
2772,115185.359375000
2773,142150.500000000
2774,109759.851562500
2775,86887.367187500
2776,163463.859375000
2777,161088.156250000
2778,99454.367187500
2779,101074.687500000
2780,79784.070312500
2781,133333.015625000
2782,98182.648437500
2783,111573.250000000
2784,106774.843750000
2785,164636.328125000
2786,89724.382812500
2787,142135.578125000
2788,73373.898437500
2789,219017.734375000
2790,82034.492187500
2791,86922.773437500
2792,68466.234375000
2793,164153.234375000
2794,96852.578125000
2795,149451.859375000
2796,147970.468750000
2797,260148.671875000
2798,129788.289062500
2799,124506.609375000
2800,93576.570312500
2801,108618.328125000
2802,136202.593750000
2803,175990.687500000
2804,96282.007812500
2805,78573.023437500
2806,108149.906250000
2807,170586.109375000
2808,150397.953125000
2809,156353.203125000
2810,136212.703125000
2811,173911.546875000
2812,151718.078125000
2813,146822.562500000
2814,165012.171875000
2815,99054.523437500
2816,233609.140625000
2817,168894.171875000
2818,142706.906250000
2819,136412.062500000
2820,143650.750000000
2821,112619.734375000
2822,221711.281250000
2823,367804.093750000
2824,187100.625000000
2825,171663.828125000
2826,146396.531250000
2827,173263.421875000
2828,243040.500000000
2829,236077.500000000
2830,250866.406250000
2831,171745.750000000
2832,285355.937500000
2833,304631.718750000
2834,236594.593750000
2835,221140.703125000
2836,206179.718750000
2837,159982.562500000
2838,165926.093750000
2839,191250.468750000
2840,211046.375000000
2841,212547.125000000
2842,250867.875000000
2843,155769.046875000
2844,193073.468750000
2845,150332.468750000
2846,214310.828125000
2847,222633.125000000
2848,229557.546875000
2849,222598.765625000
2850,304492.625000000
2851,245282.500000000
2852,265539.031250000
2853,241910.078125000
2854,160553.703125000
2855,220581.000000000
2856,209780.109375000
2857,199382.656250000
2858,230560.406250000
